ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
490,SJ-0194-L,21,,,"Short-Sleeve Classic Jersey, L","Jersey cl†sico de manga corta, G","Maillot manches courtes classique, taille L",41.57,TRUE,Yellow,4,3,53.99,L,L,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Maillot manches courtes classique et anti-transpiration avec contrìle de l'humiditÇ, fermeture avant Ö glissiäre et 3ˇpoches arriäre.",??????????????????????????????????,???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.,"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.",?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??,"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Rei·verschluss und drei RÅckentaschen.""",?????????????????????????? 3 ?????????????????????????,"""östÅn nem kontrollÅ, înden fermuarl? ve Åá arka cepli k?sa kollu hava alan mayo.""",7/1/2013 0:00,,Current
491,SJ-0194-X,21,,,"Short-Sleeve Classic Jersey, XL","Jersey cl†sico de manga corta, SG","Maillot manches courtes classique, taille XL",41.57,TRUE,Yellow,4,3,53.99,XL,XL,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Maillot manches courtes classique et anti-transpiration avec contrìle de l'humiditÇ, fermeture avant Ö glissiäre et 3ˇpoches arriäre.",??????????????????????????????????,???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.,"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.",?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??,"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Rei·verschluss und drei RÅckentaschen.""",?????????????????????????? 3 ?????????????????????????,"""östÅn nem kontrollÅ, înden fermuarl? ve Åá arka cepli k?sa kollu hava alan mayo.""",7/1/2013 0:00,,Current
492,FR-T98Y-60,16,LB ,CM ,"HL Touring Frame - Yellow, 60","Cuadro de paseo GA: amarillo, 60","Cadre de vÇlo de randonnÇe HL - jaune, 60",601.74,TRUE,Yellow,500,375,1003.91,60,60-62 CM,3.08,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.,HL ???????????????????????????????????????????????,??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.,????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.,?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????,Der robuste und formschîne HL-Aluminiumrahmen ist extrem strapazierbar. Version fÅr Herren.,HL ?????? ????????????????????????????????????????????????????????,"""HL alÅminyum kadro gÅzellik ve sa?laml?k iáin îzel olarak ?ekillendirildi, gÅnlÅk kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""",7/1/2013 0:00,,Current
493,FR-T67Y-62,16,LB ,CM ,"LL Touring Frame - Yellow, 62","Cuadro de paseo GB: amarillo, 62","Cadre de vÇlo de randonnÇe LL - jaune, 62",199.85,TRUE,Yellow,500,375,333.42,62,60-62 CM,3.2,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
494,FR-T98Y-46,16,LB ,CM ,"HL Touring Frame - Yellow, 46","Cuadro de paseo GA: amarillo, 46","Cadre de vÇlo de randonnÇe HL - jaune, 46",601.74,TRUE,Yellow,500,375,1003.91,46,42-46 CM,2.96,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.,HL ???????????????????????????????????????????????,??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.,????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.,?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????,Der robuste und formschîne HL-Aluminiumrahmen ist extrem strapazierbar. Version fÅr Herren.,HL ?????? ????????????????????????????????????????????????????????,"""HL alÅminyum kadro gÅzellik ve sa?laml?k iáin îzel olarak ?ekillendirildi, gÅnlÅk kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""",7/1/2013 0:00,,Current
495,FR-T98Y-50,16,LB ,CM ,"HL Touring Frame - Yellow, 50","Cuadro de paseo GA: amarillo, 50","Cadre de vÇlo de randonnÇe HL - jaune, 50",601.74,TRUE,Yellow,500,375,1003.91,50,48-52 CM,3,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.,HL ???????????????????????????????????????????????,??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.,????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.,?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????,Der robuste und formschîne HL-Aluminiumrahmen ist extrem strapazierbar. Version fÅr Herren.,HL ?????? ????????????????????????????????????????????????????????,"""HL alÅminyum kadro gÅzellik ve sa?laml?k iáin îzel olarak ?ekillendirildi, gÅnlÅk kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""",7/1/2013 0:00,,Current
496,FR-T98Y-54,16,LB ,CM ,"HL Touring Frame - Yellow, 54","Cuadro de paseo GA: amarillo, 54","Cadre de vÇlo de randonnÇe HL - jaune, 54",601.74,TRUE,Yellow,500,375,1003.91,54,54-58 CM,3.04,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.,HL ???????????????????????????????????????????????,??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.,????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.,?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????,Der robuste und formschîne HL-Aluminiumrahmen ist extrem strapazierbar. Version fÅr Herren.,HL ?????? ????????????????????????????????????????????????????????,"""HL alÅminyum kadro gÅzellik ve sa?laml?k iáin îzel olarak ?ekillendirildi, gÅnlÅk kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""",7/1/2013 0:00,,Current
497,FR-T98U-46,16,LB ,CM ,"HL Touring Frame - Blue, 46","Cuadro de paseo GA: azul, 46","Cadre de vÇlo de randonnÇe HL - bleu, 46",601.74,TRUE,Blue,500,375,1003.91,46,42-46 CM,2.96,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.,HL ???????????????????????????????????????????????,??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.,????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.,?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????,Der robuste und formschîne HL-Aluminiumrahmen ist extrem strapazierbar. Version fÅr Herren.,HL ?????? ????????????????????????????????????????????????????????,"""HL alÅminyum kadro gÅzellik ve sa?laml?k iáin îzel olarak ?ekillendirildi, gÅnlÅk kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""",7/1/2013 0:00,,Current
498,FR-T98U-50,16,LB ,CM ,"HL Touring Frame - Blue, 50","Cuadro de paseo GA: azul, 50","Cadre de vÇlo de randonnÇe HL - bleu, 50",601.74,TRUE,Blue,500,375,1003.91,50,48-52 CM,3,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.,HL ???????????????????????????????????????????????,??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.,????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.,?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????,Der robuste und formschîne HL-Aluminiumrahmen ist extrem strapazierbar. Version fÅr Herren.,HL ?????? ????????????????????????????????????????????????????????,"""HL alÅminyum kadro gÅzellik ve sa?laml?k iáin îzel olarak ?ekillendirildi, gÅnlÅk kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""",7/1/2013 0:00,,Current
499,FR-T98U-54,16,LB ,CM ,"HL Touring Frame - Blue, 54","Cuadro de paseo GA: azul, 54","Cadre de vÇlo de randonnÇe HL - bleu, 54",601.74,TRUE,Blue,500,375,1003.91,54,54-58 CM,3.04,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.,HL ???????????????????????????????????????????????,??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.,????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.,?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????,Der robuste und formschîne HL-Aluminiumrahmen ist extrem strapazierbar. Version fÅr Herren.,HL ?????? ????????????????????????????????????????????????????????,"""HL alÅminyum kadro gÅzellik ve sa?laml?k iáin îzel olarak ?ekillendirildi, gÅnlÅk kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""",7/1/2013 0:00,,Current
500,FR-T98U-60,16,LB ,CM ,"HL Touring Frame - Blue, 60","Cuadro de paseo GA: azul, 60","Cadre de vÇlo de randonnÇe HL - bleu, 60",601.74,TRUE,Blue,500,375,1003.91,60,60-62 CM,3.08,1,T ,602.346,H ,U ,HL Touring Frame,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,Le cadre HL est profilÇ afin d'associer ÇlÇgance et robustesseˇ; il est prÇvu pour rÇsister Ö une utilisation quotidienne intensive. Version hommes.,HL ???????????????????????????????????????????????,??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.,????? ?- HL ?????????? ?????? ?????? ?? ????? ??? ??? ?????; ??? ????? ??????? ???????? ????? ?? ????? ????????. ????? ??????.,?????????????? HL ????????????????????????????? ?????????????????????????????? ?????????????????????????????????????  ????????????????????????,Der robuste und formschîne HL-Aluminiumrahmen ist extrem strapazierbar. Version fÅr Herren.,HL ?????? ????????????????????????????????????????????????????????,"""HL alÅminyum kadro gÅzellik ve sa?laml?k iáin îzel olarak ?ekillendirildi, gÅnlÅk kullan?m?n en zorlu ko?ullar?na dayan?r. Erkek modeli.""",7/1/2013 0:00,,Current
501,RD-2308,9,G  ,,Rear Derailleur,Desviador trasero,DÇrailleur arriäre,53.93,TRUE,Silver,500,375,121.46,,NA,215,1,,72.876,,,Rear Derailleur,Wide-link design.,Conception liaison large.,??????,????? ???? ???????.,????? ???-??????.,????????????????????????????,Wide-Link-Design.,?????? ?????,Geni? ba?lant?l? tasar?m.,7/1/2013 0:00,,Current
502,FR-T67U-50,16,LB ,CM ,"LL Touring Frame - Blue, 50","Cuadro de paseo GB: azul, 50","Cadre de vÇlo de randonnÇe LL - bleu, 50",199.85,TRUE,Blue,500,375,333.42,50,48-52 CM,3.1,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
503,FR-T67U-54,16,LB ,CM ,"LL Touring Frame - Blue, 54","Cuadro de paseo GB: azul, 54","Cadre de vÇlo de randonnÇe LL - bleu, 54",199.85,TRUE,Blue,500,375,333.42,54,54-58 CM,3.14,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
504,FR-T67U-58,16,LB ,CM ,"LL Touring Frame - Blue, 58","Cuadro de paseo GB: azul, 58","Cadre de vÇlo de randonnÇe LL - bleu, 58",199.85,TRUE,Blue,500,375,333.42,58,54-58 CM,3.16,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
505,FR-T67U-62,16,LB ,CM ,"LL Touring Frame - Blue, 62","Cuadro de paseo GB: azul, 62","Cadre de vÇlo de randonnÇe LL - bleu, 62",199.85,TRUE,Blue,500,375,333.42,62,60-62 CM,3.2,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
506,FR-T67Y-44,16,LB ,CM ,"LL Touring Frame - Yellow, 44","Cuadro de paseo GB: amarillo, 44","Cadre de vÇlo de randonnÇe LL - jaune, 44",199.85,TRUE,Yellow,500,375,333.42,44,42-46 CM,3.02,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
507,FR-T67Y-50,16,LB ,CM ,"LL Touring Frame - Yellow, 50","Cuadro de paseo GB: amarillo, 50","Cadre de vÇlo de randonnÇe LL - jaune, 50",199.85,TRUE,Yellow,500,375,333.42,50,48-52 CM,3.1,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
508,FR-T67Y-54,16,LB ,CM ,"LL Touring Frame - Yellow, 54","Cuadro de paseo GB: amarillo, 54","Cadre de vÇlo de randonnÇe LL - jaune, 54",199.85,TRUE,Yellow,500,375,333.42,54,54-58 CM,3.14,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
509,FR-T67Y-58,16,LB ,CM ,"LL Touring Frame - Yellow, 58","Cuadro de paseo GB: amarillo, 58","Cadre de vÇlo de randonnÇe LL - jaune, 58",199.85,TRUE,Yellow,500,375,333.42,58,54-58 CM,3.16,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
510,FR-T67U-44,16,LB ,CM ,"LL Touring Frame - Blue, 44","Cuadro de paseo GB: azul, 44","Cadre de vÇlo de randonnÇe LL - bleu, 44",199.85,TRUE,Blue,500,375,333.42,44,42-46 CM,3.02,1,T ,200.052,L ,U ,LL Touring Frame,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,Cadre renforcÇ lÇger pour une position plus droiteˇ; idÇal pour les promenades en ville. Ligne remarquable pour un confort optimal.,???????????????????????????????????????????,???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.,????? ??? ???? ?????????? ???? ????? ????? ????? ????? ???? ??????? ???? ????. ?????? ?????? ???? ???? ????? ?????.,???????????????????????? ????????????????????????????? ??????????????  ???????????????????????????????????,Leichter Aluminiumrahmen fÅr aufrechte Sitzhaltung bei Stadtfahrten. Unser bahnbrechendes Design bietet hîchsten Komfort.,?????????? ???????????????????????????? ???????????????????????????????????????,"""Hafif alÅminyum kadrosu, ?ehirde yapt???n?z yolculuklarda daha dik bir sÅrÅ? konumu sunuyor.  Ä???r aá?c? tasar?m?m?z optimum konfor sa?l?yor.""",7/1/2013 0:00,,Current
511,FR-M63S-40,12,LB ,CM ,"ML Mountain Frame-W - Silver, 40",,,199.38,TRUE,Silver,500,375,364.09,40,38-40 CM,2.77,1,M ,218.454,M ,W ,ML Mountain Frame-W,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,Le cadre ML est un cadre en aluminium traitÇ Ö chaud fabriquÇ avec le màme niveau de dÇtail et de qualitÇ que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.,ML ???????????????????????? HL ?????????????????????,?? ???? ML ?? ???? ????? ?? ?????????? ?????? ??????? ????? ???? ?????? ????? ???? HL ????? ???. ??? ???? ????? ??????. ?????? ???????.,????? ?- ML ??? ????? ????????? ????? ???? ??????? ????? ????? ?????? ??? ?????? HL ????. ??? ????? ??????? ??????. ????? ??????.,???? ML ?????????????????????????????? ??????????????????????????????????? HL  ??????????????????????????  ????????????????????????,Der ML-Rahmen ist ein hitzebehandelter Aluminiumrahmen mit dem gleichen Zubehîr und der gleichen QualitÑt wie unser HL-Rahmen. Er bietet hîchste Leistung. Version fÅr Herren.,ML ??????HL ??????????????????????????? ?????????????????????????,HL kadroyla ayn? detaylara ve kaliteye sahip olan ML kadro tavlanm?? alÅminyumdur. östÅn performans sunar. Erkek modeli.,7/1/2013 0:00,,Current
